date,Lev_Agg,Agg_Factor,GIV_PCA_Factor,Cumulative_GIV_PCA
2025-12-05,11.796970,-0.007353,0.052102,-0.583204
2025-12-08,11.783156,-0.007318,0.027527,-0.555677
2025-12-09,11.866857,0.090197,0.016395,-0.539282
2025-12-10,11.721083,-0.139271,-0.007776,-0.547059
2025-12-11,11.610757,-0.103835,-0.005147,-0.552206
2025-12-12,11.625872,0.021597,0.013603,-0.538603
2025-12-15,11.563647,-0.055742,0.014670,-0.523934
2025-12-16,11.696763,0.139594,0.041037,-0.482897
2025-12-17,11.683453,-0.006821,-0.046735,-0.529631
2025-12-18,11.657197,-0.019768,-0.016876,-0.546507
2025-12-19,11.526273,-0.124439,-0.006128,-0.552636
2025-12-22,11.418672,-0.101125,0.005596,-0.547040
2025-12-23,11.362502,-0.049703,-0.028709,-0.575749
2025-12-24,11.324908,-0.031132,0.010187,-0.565561
2025-12-26,11.341813,0.023364,-0.002878,-0.568440
2025-12-29,11.397292,0.061939,-0.030569,-0.599009
2025-12-30,11.390290,-0.000537,-0.033099,-0.632108
2025-12-31,11.666913,0.283087,0.195018,-0.437090
2026-01-02,11.526966,-0.133460,-0.020577,-0.457667
2026-01-05,11.340352,-0.180138,0.084986,-0.372681
2026-01-06,11.319977,-0.013915,0.023194,-0.349488
2026-01-07,11.486032,0.172514,0.013650,-0.335838
2026-01-08,11.449733,-0.029827,-0.007370,-0.343208
2026-01-09,11.421142,-0.022122,0.016037,-0.327171
2026-01-12,11.450997,0.036323,-0.011127,-0.338299
2026-01-13,11.517880,0.073352,-0.006863,-0.345162
2026-01-14,11.596365,0.084960,0.026129,-0.319033
2026-01-15,11.449162,-0.140722,-0.013143,-0.332176
2026-01-16,11.451816,0.009123,-0.022894,-0.355070
2026-01-20,11.681567,0.236220,0.018717,-0.336354
2026-01-21,11.725305,0.050226,0.031007,-0.305347
2026-01-22,11.636887,-0.081926,-0.001156,-0.306503
2026-01-23,11.775412,0.145009,0.006404,-0.300099
2026-01-26,11.741687,-0.027230,-0.020843,-0.320943
2026-01-27,11.670324,-0.064870,-0.057848,-0.378790
2026-01-28,11.725433,0.061597,-0.044901,-0.423691
2026-01-29,11.601886,-0.117056,-0.015017,-0.438708
2026-01-30,11.599441,0.004036,0.042389,-0.396319
2026-02-02,11.514558,-0.078402,0.015255,-0.381064
2026-02-03,11.415738,-0.092346,0.017896,-0.363168
2026-02-04,11.423116,0.013844,-0.009487,-0.372655
2026-02-05,11.584333,0.167685,-0.026465,-0.399120
2026-02-06,11.313291,-0.264562,0.002111,-0.397008
2026-02-09,11.236142,-0.070692,0.007623,-0.389385
2026-02-10,11.301500,0.071810,0.002448,-0.386937
2026-02-11,11.453667,0.158625,-0.037227,-0.424164
2026-02-12,11.697737,0.250539,-0.011022,-0.435186
2026-02-13,11.771927,0.080679,0.065492,-0.369695
2026-02-17,11.724364,-0.041068,-0.028214,-0.397908
2026-02-18,11.567571,-0.150301,0.002678,-0.395230
2026-02-19,11.610081,0.048989,0.008059,-0.387171
2026-02-20,11.560041,-0.043559,-0.004658,-0.391829
2026-02-23,11.780220,0.226658,-0.065447,-0.457276
2026-02-24,11.854819,0.081094,0.038355,-0.418921
2026-02-25,11.648395,-0.199922,0.015418,-0.403504
2026-02-26,11.558950,-0.082960,0.010863,-0.392641
2026-02-27,11.828653,0.276181,-0.002957,-0.395598
2026-03-02,11.976234,0.154080,0.090670,-0.304928
2026-03-03,12.099164,0.129441,-0.039296,-0.344224
2026-03-04,12.102191,0.009548,0.027822,-0.316402
2026-03-05,12.227491,0.131822,-0.001652,-0.318054
2026-03-06,12.371474,0.150515,-0.035656,-0.353710
2026-03-09,12.451027,0.086096,0.014673,-0.339036
2026-03-10,12.330705,-0.113772,0.007802,-0.331235
2026-03-11,12.389360,0.065194,0.028045,-0.303189
2026-03-12,12.657780,0.274965,0.000970,-0.302220
2026-03-13,12.711011,0.059797,-0.000070,-0.302290
2026-03-16,12.598060,-0.106380,-0.057135,-0.359424
2026-03-17,12.515015,-0.076483,-0.025092,-0.384516
2026-03-18,12.483757,-0.024704,-0.011341,-0.395858
2026-03-19,12.559004,0.081800,0.008408,-0.387450
2026-03-20,12.595232,0.042786,0.003279,-0.384171
2026-03-23,12.514561,-0.074110,0.057386,-0.326785
2026-03-24,12.402181,-0.105824,-0.039000,-0.365785
2026-03-25,12.234771,-0.160865,-0.052327,-0.418112
2026-03-26,12.377848,0.149609,0.001617,-0.416494
2026-03-27,12.560371,0.189067,-0.030278,-0.446772
2026-03-30,12.557107,0.003295,-0.019692,-0.466464
2026-03-31,12.553907,0.003358,-0.125499,-0.591963
2026-04-01,12.297935,-0.249414,-0.002067,-0.594030
2026-04-02,12.323192,0.031794,-0.029662,-0.623692
2026-04-06,12.254091,-0.062561,0.007126,-0.616566
2026-04-07,12.226816,-0.020742,0.008946,-0.607620
2026-04-08,11.843821,-0.376463,0.006015,-0.601605
2026-04-09,11.801614,-0.035706,0.000772,-0.600833
2026-04-10,11.780224,-0.014893,-0.014371,-0.615204
2026-04-13,11.712742,-0.060986,0.008570,-0.606634
2026-04-14,11.675057,-0.031195,-0.037785,-0.644419
2026-04-15,11.637551,-0.031019,0.004156,-0.640263
2026-04-16,11.655309,0.024242,-0.010990,-0.651253
2026-04-17,11.554160,-0.094663,-0.007146,-0.658398
2026-04-20,11.484714,-0.062968,-0.020946,-0.679344
2026-04-21,11.562906,0.084664,-0.015573,-0.694918
2026-04-22,11.624297,0.067869,0.028782,-0.666135
2026-04-23,11.702094,0.084281,-0.011078,-0.677213
2026-04-24,11.764387,0.068782,-0.003972,-0.681185
2026-04-27,11.679590,-0.078302,0.018883,-0.662301
2026-04-28,11.627080,-0.046023,0.000681,-0.661621
2026-04-29,11.663421,0.042825,-0.022565,-0.684185
2026-04-30,11.601470,-0.055464,0.049232,-0.634954
2026-05-01,11.632447,0.037458,-0.010147,-0.645101
2026-05-04,11.773979,0.148016,-0.001833,-0.646933
2026-05-05,11.757892,-0.009592,0.066654,-0.580279
2026-05-06,11.561854,-0.189543,-0.039548,-0.619827
2026-05-07,11.645460,0.090084,-0.000062,-0.619889
2026-05-08,11.759471,0.120496,0.019168,-0.600721
2026-05-11,11.768920,0.015943,-0.014803,-0.615524
2026-05-12,11.709522,-0.052903,-0.005264,-0.620788
2026-05-13,11.713319,0.010287,-0.006565,-0.627353
2026-05-14,11.672695,-0.034133,-0.007497,-0.634850
2026-05-15,11.743864,0.077656,0.009374,-0.625476
2026-05-18,11.694419,-0.042952,-0.006155,-0.631631
2026-05-19,11.723004,0.035074,-0.002166,-0.633797
2026-05-20,11.513687,-0.202826,0.007101,-0.626696
2026-05-21,11.472784,-0.034428,0.058324,-0.568372
2026-05-22,11.403139,-0.063174,-0.018311,-0.586683
2026-05-26,11.370212,-0.026461,0.048433,-0.538251
2026-05-27,11.448674,0.084924,-0.019472,-0.557723
2026-05-28,11.517849,0.075645,0.056968,-0.500755
2026-05-29,11.404553,-0.106822,-0.048411,-0.549166
2026-06-01,11.401429,0.003341,0.018026,-0.531140
2026-06-02,11.237252,-0.157711,-0.043919,-0.575060
2026-06-03,11.283302,0.052502,0.007130,-0.567930
2026-06-04,11.077631,-0.199215,0.030061,-0.537869
2026-06-05,11.130117,0.058925,-0.020655,-0.558523
2026-06-08,11.142063,0.018389,-0.014635,-0.573159
2026-06-09,11.146337,0.010719,0.044273,-0.528885
2026-06-10,11.214266,0.074373,-0.024546,-0.553431
2026-06-11,11.099520,-0.108295,-0.014166,-0.567597
2026-06-12,10.878978,-0.214101,-0.066750,-0.634347
2026-06-15,10.811329,-0.061226,-0.005531,-0.639878
2026-06-16,10.674412,-0.130499,0.016737,-0.623141
2026-06-17,10.627026,-0.040980,0.056967,-0.566174
2026-06-18,10.661183,0.040561,0.047969,-0.518205
2026-06-22,10.554763,-0.100014,0.000332,-0.517873
2026-06-23,10.567318,0.018952,-0.022590,-0.540463
2026-06-24,10.667699,0.106779,0.023932,-0.516532
2026-06-25,10.653710,-0.007583,0.072508,-0.444024
2026-06-26,10.792321,0.145017,0.013734,-0.430290
2026-06-29,10.752712,-0.033194,-0.004267,-0.434557
