date,initial_leverage,common_factor_change,idiosyncratic_change,common_factor_component,idiosyncratic_component,market_leverage,reconstructed_market_leverage,reconstruction_error,common_factor_index,idiosyncratic_component_index,n_banks
2011-06-06,26.16177426,0.44167391,-0.00493363,-3.85714613,-1.48078468,20.82384345,20.82384345,-0.00000000,-0.80096447,-1.52658464,15
2011-06-07,26.16177426,0.02405290,0.01273967,-3.83309323,-1.46804501,20.86063602,20.86063602,0.00000000,-0.79596971,-1.51345094,15
2011-06-08,26.16177426,0.22261211,0.02721085,-3.61048113,-1.44083416,21.11045897,21.11045897,-0.00000000,-0.74974269,-1.48539847,15
2011-06-09,26.16177426,-0.15118728,0.03253609,-3.76166841,-1.40829807,20.99180778,20.99180778,-0.00000000,-0.78113783,-1.45185605,15
2011-06-10,26.16177426,0.14451027,-0.01101062,-3.61715814,-1.41930870,21.12530743,21.12530743,-0.00000000,-0.75112922,-1.46320723,15
2011-06-13,26.16177426,-0.11673716,-0.03159043,-3.73389530,-1.45089912,20.97697984,20.97697984,0.00000000,-0.77537054,-1.49577473,15
2011-06-14,26.16177426,-0.16774158,0.00659834,-3.90163688,-1.44430079,20.81583660,20.81583660,-0.00000000,-0.81020330,-1.48897231,15
2011-06-15,26.16177426,0.42266952,0.01478327,-3.47896736,-1.42951752,21.25328938,21.25328938,-0.00000000,-0.72243290,-1.47373181,15
2011-06-16,26.16177426,0.08264479,0.05609783,-3.39632257,-1.37341969,21.39203200,21.39203200,-0.00000000,-0.70527110,-1.41589890,15
2011-06-17,26.16177426,-0.34390236,-0.00081798,-3.74022492,-1.37423767,21.04731167,21.04731167,-0.00000000,-0.77668493,-1.41674218,15
2011-06-20,26.16177426,0.14896499,0.02461967,-3.59125994,-1.34961800,21.22089632,21.22089632,-0.00000000,-0.74575127,-1.39136104,15
2011-06-21,26.16177426,-0.45410620,0.03271873,-4.04536614,-1.31689928,20.79950885,20.79950885,-0.00000000,-0.84004973,-1.35763034,15
2011-06-22,26.16177426,0.06249711,0.00706522,-3.98286902,-1.30983406,20.86907118,20.86907118,-0.00000000,-0.82707174,-1.35034660,15
2011-06-23,26.16177426,0.45817085,0.03695251,-3.52469818,-1.27288155,21.36419454,21.36419454,-0.00000000,-0.73192923,-1.31225116,15
2011-06-24,26.16177426,0.24840444,-0.06767840,-3.27629374,-1.34055994,21.54492058,21.54492058,-0.00000000,-0.68034624,-1.38202282,15
2011-06-27,26.16177426,-0.04494460,0.00997170,-3.32123834,-1.33058824,21.50994768,21.50994768,-0.00000000,-0.68967932,-1.37174270,15
2011-06-28,26.16177426,-0.31592006,0.04670987,-3.63715840,-1.28387837,21.24073749,21.24073749,-0.00000000,-0.75528242,-1.32358811,15
2011-06-29,26.16177426,-0.41260675,0.03285255,-4.04976515,-1.25102582,20.86098329,20.86098329,0.00000000,-0.84096321,-1.28971945,15
2011-06-30,26.16177426,-0.24137337,0.01001644,-4.29113853,-1.24100938,20.62962635,20.62962635,0.00000000,-0.89108615,-1.27939321,15
2011-07-01,26.16177426,-0.51440752,0.02053680,-4.80554604,-1.22047259,20.13575563,20.13575563,-0.00000000,-0.99790662,-1.25822122,15
2011-07-05,26.16177426,0.42240651,-0.03271486,-4.38313953,-1.25318745,20.52544728,20.52544728,-0.00000000,-0.91019083,-1.29194793,15
2011-07-06,26.16177426,0.39867234,0.06775794,-3.98446719,-1.18542950,20.99187757,20.99187757,-0.00000000,-0.82740362,-1.22209427,15
2011-07-07,26.16177426,-0.06183899,-0.01221749,-4.04630617,-1.19764699,20.91782110,20.91782110,-0.00000000,-0.84024493,-1.23468963,15
2011-07-08,26.16177426,0.53339208,-0.03278380,-3.51291410,-1.23043078,21.41842938,21.41842938,-0.00000000,-0.72948218,-1.26848742,15
2011-07-11,26.16177426,1.05785758,0.03251941,-2.45505652,-1.19791138,22.50880637,22.50880637,-0.00000000,-0.50981036,-1.23496220,15
2011-07-12,26.16177426,-0.02054188,0.08244717,-2.47559840,-1.11546421,22.57071166,22.57071166,-0.00000000,-0.51407603,-1.14996498,15
2011-07-13,26.16177426,-0.04432650,-0.04834196,-2.51992490,-1.16380617,22.47804320,22.47804320,-0.00000000,-0.52328075,-1.19980213,15
2011-07-14,26.16177426,0.24819504,-0.03928257,-2.27172985,-1.20308873,22.68695568,22.68695568,-0.00000000,-0.47174124,-1.24029969,15
2011-07-15,26.16177426,0.35677988,0.00560476,-1.91494998,-1.19748397,23.04934032,23.04934032,-0.00000000,-0.39765330,-1.23452157,15
2011-07-18,26.16177426,0.60497109,-0.05001079,-1.30997889,-1.24749476,23.60430061,23.60430061,-0.00000000,-0.27202665,-1.28607918,15
2011-07-19,26.16177426,-0.44805402,-0.03718599,-1.75803291,-1.28468076,23.11906060,23.11906060,-0.00000000,-0.36506833,-1.32441532,15
2011-07-20,26.16177426,-0.67761350,0.00177787,-2.43564641,-1.28290289,22.44322497,22.44322497,-0.00000000,-0.50577971,-1.32258246,15
2011-07-21,26.16177426,-0.87324470,0.02982734,-3.30889111,-1.25307555,21.59980760,21.59980760,-0.00000000,-0.68711533,-1.29183257,15
2011-07-22,26.16177426,-0.01855775,-0.06414824,-3.32744887,-1.31722379,21.51710160,21.51710160,-0.00000000,-0.69096898,-1.35796489,15
2011-07-25,26.16177426,0.61947359,0.01483513,-2.70797527,-1.30238866,22.15141032,22.15141032,-0.00000000,-0.56233078,-1.34267092,15
2011-07-26,26.16177426,0.05120956,-0.07110057,-2.65676571,-1.37348923,22.13151932,22.13151932,-0.00000000,-0.55169674,-1.41597059,15
2011-07-27,26.16177426,0.45564995,-0.02726835,-2.20111576,-1.40075758,22.55990092,22.55990092,-0.00000000,-0.45707771,-1.44408234,15
2011-07-28,26.16177426,-0.16400942,0.02770116,-2.36512519,-1.37305642,22.42359266,22.42359266,-0.00000000,-0.49113546,-1.41552440,15
2011-07-29,26.16177426,0.30696390,0.01086883,-2.05816129,-1.36218759,22.74142539,22.74142539,-0.00000000,-0.42739217,-1.40431940,15
2011-08-01,26.16177426,0.48509604,-0.03523696,-1.57306525,-1.39742455,23.19128446,23.19128446,-0.00000000,-0.32665845,-1.44064622,15
2011-08-02,26.16177426,0.58978496,0.03851351,-0.98328029,-1.35891104,23.81958293,23.81958293,-0.00000000,-0.20418531,-1.40094151,15
2011-08-03,26.16177426,0.77564496,-0.00606100,-0.20763533,-1.36497204,24.58916689,24.58916689,-0.00000000,-0.04311699,-1.40718997,15
2011-08-04,26.16177426,1.07619678,-0.02126482,0.86856145,-1.38623686,25.64409885,25.64409885,-0.00000000,0.18036311,-1.42911250,15
2011-08-05,26.16177426,0.18646825,0.07080436,1.05502969,-1.31543251,25.90137145,25.90137145,-0.00000000,0.21908460,-1.35611820,15
2011-08-08,26.16177426,1.98575361,-0.01027630,3.04078330,-1.32570881,27.87684876,27.87684876,-0.00000000,0.63144079,-1.36671234,15
2011-08-09,26.16177426,-0.99531690,0.24206942,2.04546640,-1.08363939,27.12360127,27.12360127,-0.00000000,0.42475599,-1.11715583,15
2011-08-10,26.16177426,2.85342669,-0.16832957,4.89889308,-1.25196896,29.80869839,29.80869839,-0.00000000,1.01729081,-1.29069175,15
2011-08-11,26.16177426,-1.14999566,0.01179585,3.74889742,-1.24017311,28.67049857,28.67049857,-0.00000000,0.77848584,-1.27853107,15
2011-08-12,26.16177426,-0.37823899,0.06023632,3.37065843,-1.17993679,28.35249590,28.35249590,-0.00000000,0.69994176,-1.21643166,15
2011-08-15,26.16177426,-0.65808352,-0.11159095,2.71257490,-1.29152774,27.58282143,27.58282143,-0.00000000,0.56328592,-1.33147407,15
2011-08-16,26.16177426,0.13713621,0.00652770,2.84971111,-1.28500004,27.72648534,27.72648534,-0.00000000,0.59176326,-1.32474447,15
2011-08-17,26.16177426,0.25275531,-0.02509004,3.10246642,-1.31009008,27.95415061,27.95415061,-0.00000000,0.64424974,-1.35061053,15
2011-08-18,26.16177426,1.93732794,-0.07944653,5.03979436,-1.38953660,29.81203202,29.81203202,-0.00000000,1.04654998,-1.43251430,15
2011-08-19,26.16177426,0.73197398,0.09899107,5.77176835,-1.29054553,30.64299708,30.64299708,-0.00000000,1.19854971,-1.33046148,15
2011-08-22,26.16177426,0.34439348,0.02848789,6.11616183,-1.26205764,31.01587846,31.01587846,-0.00000000,1.27006552,-1.30109247,15
2011-08-23,26.16177426,-0.37529333,-0.07877233,5.74086850,-1.34082997,30.56181280,30.56181280,-0.00000000,1.19213313,-1.38230119,15
2011-08-24,26.16177426,-0.66138244,0.11756700,5.07948606,-1.22326297,30.01799736,30.01799736,0.00000000,1.05479225,-1.26109790,15
2011-08-25,26.16177426,-0.77749891,0.00058892,4.30198715,-1.22267405,29.24108736,29.24108736,-0.00000000,0.89333895,-1.26049077,15
2011-08-26,26.16177426,0.32393609,-0.03604232,4.62592324,-1.25871637,29.52898114,29.52898114,-0.00000000,0.96060663,-1.29764786,15
2011-08-29,26.16177426,-0.88190499,-0.07441583,3.74401825,-1.33313220,28.57266031,28.57266031,-0.00000000,0.77747264,-1.37436534,15
2011-08-30,26.16177426,0.21750446,-0.02600036,3.96152271,-1.35913256,28.76416441,28.76416441,-0.00000000,0.82263903,-1.40116988,15
2011-08-31,26.16177426,-0.87907792,-0.02699801,3.08244480,-1.38613058,27.85808848,27.85808848,-0.00000000,0.64009210,-1.42900293,15
2011-09-01,26.16177426,0.49106528,0.01516835,3.57351007,-1.37096222,28.36432212,28.36432212,-0.00000000,0.74206538,-1.41336542,15
2011-09-02,26.16177426,1.32551651,0.01955653,4.89902659,-1.35140569,29.70939516,29.70939516,-0.00000000,1.01731853,-1.39320402,15
2011-09-06,26.16177426,2.67078818,0.01300131,7.56981476,-1.33840438,32.39318465,32.39318465,-0.00000000,1.57192714,-1.37980058,15
2011-09-07,26.16177426,-1.02427663,-0.05875889,6.54553813,-1.39716327,31.31014913,31.31014913,-0.00000000,1.35922864,-1.44037685,15
2011-09-08,26.16177426,-0.34719835,0.07956641,6.19833978,-1.31759686,31.04251718,31.04251718,-0.00000000,1.28713037,-1.35834950,15
2011-09-09,26.16177426,1.33610468,0.01667098,7.53444446,-1.30092588,32.39529284,32.39529284,0.00000000,1.56458224,-1.34116289,15
2011-09-12,26.16177426,1.43667824,0.19008027,8.97112270,-1.11084561,34.02205136,34.02205136,-0.00000000,1.86291893,-1.14520353,15
2011-09-13,26.16177426,-1.09647801,0.01887063,7.87464469,-1.09197497,32.94444398,32.94444398,0.00000000,1.63522729,-1.12574923,15
2011-09-14,26.16177426,0.17971087,0.01611168,8.05435556,-1.07586329,33.14026653,33.14026653,-0.00000000,1.67254556,-1.10913922,15
2011-09-15,26.16177426,-1.05726657,-0.13783037,6.99708898,-1.21369366,31.94516959,31.94516959,-0.00000000,1.45299646,-1.25123262,15
2011-09-16,26.16177426,0.50260672,0.03860892,7.49969570,-1.17508474,32.48638522,32.48638522,-0.00000000,1.55736640,-1.21142955,15
2011-09-19,26.16177426,0.90824886,0.11196018,8.40794456,-1.06312456,33.50659426,33.50659426,-0.00000000,1.74597089,-1.09600649,15
2011-09-20,26.16177426,0.68159396,0.02135430,9.08953851,-1.04177026,34.20954251,34.20954251,-0.00000000,1.88750884,-1.07399172,15
2011-09-21,26.16177426,0.72138022,0.10204359,9.81091873,-0.93972668,35.03296632,35.03296632,-0.00000000,2.03730869,-0.96879197,15
2011-09-22,26.16177426,1.48097021,0.20213877,11.29188894,-0.73758791,36.71607530,36.71607530,-0.00000000,2.34484293,-0.76040114,15
2011-09-23,26.16177426,-1.33733209,0.07360308,9.95455685,-0.66398483,35.45234629,35.45234629,0.00000000,2.06713619,-0.68452156,15
2011-09-26,26.16177426,-1.05530844,0.01481452,8.89924841,-0.64917031,34.41185237,34.41185237,-0.00000000,1.84799371,-0.66924883,15
2011-09-27,26.16177426,-1.67184670,-0.19786670,7.22740172,-0.84703700,32.54213898,32.54213898,0.00000000,1.50082258,-0.87323545,15
2011-09-28,26.16177426,0.58312509,0.09611139,7.81052680,-0.75092562,33.22137545,33.22137545,-0.00000000,1.62191274,-0.77415138,15
2011-09-29,26.16177426,-0.87230590,-0.01110638,6.93822090,-0.76203200,32.33796317,32.33796317,-0.00000000,1.44077207,-0.78560128,15
2011-09-30,26.16177426,1.04773624,0.18576277,7.98595714,-0.57626922,33.57146218,33.57146218,-0.00000000,1.65834213,-0.59409295,15
2011-10-03,26.16177426,1.32374367,0.17515184,9.30970081,-0.40111738,35.07035770,35.07035770,-0.00000000,1.93322714,-0.41352375,15
2011-10-04,26.16177426,-0.00730300,0.09960014,9.30239782,-0.30151724,35.16265484,35.16265484,-0.00000000,1.93171062,-0.31084302,15
2011-10-05,26.16177426,-1.00980520,-0.02911141,8.29259262,-0.33062865,34.12373823,34.12373823,0.00000000,1.72201722,-0.34085484,15
2011-10-06,26.16177426,-1.14162380,-0.30223053,7.15096882,-0.63285918,32.67988389,32.67988389,-0.00000000,1.48495073,-0.65243321,15
2011-10-07,26.16177426,0.58355190,-0.08270689,7.73452071,-0.71556607,33.18072890,33.18072890,-0.00000000,1.60612953,-0.73769819,15
2011-10-10,26.16177426,-0.81855487,-0.03154426,6.91596584,-0.74711034,32.33062977,32.33062977,-0.00000000,1.43615065,-0.77021810,15
2011-10-11,26.16177426,-0.59161350,-0.16884943,6.32435234,-0.91595977,31.57016684,31.57016684,-0.00000000,1.31329780,-0.94428996,15
2011-10-12,26.16177426,-0.82815214,-0.06340964,5.49620020,-0.97936940,30.67860507,30.67860507,-0.00000000,1.14132598,-1.00966083,15
2011-10-13,26.16177426,0.94022509,-0.01822470,6.43642530,-0.99759410,31.60060546,31.60060546,-0.00000000,1.33657056,-1.02844921,15
2011-10-14,26.16177426,0.15841046,0.09609964,6.59483576,-0.90149446,31.85511556,31.85511556,-0.00000000,1.36946565,-0.92937725,15
2011-10-17,26.16177426,0.46041405,0.04156001,7.05524981,-0.85993445,32.35708962,32.35708962,-0.00000000,1.46507398,-0.88653181,15
2011-10-18,26.16177426,-0.14234097,0.17429314,6.91290885,-0.68564131,32.38904180,32.38904180,-0.00000000,1.43551584,-0.70684787,15
2011-10-19,26.16177426,-0.23331723,-0.08495653,6.67959162,-0.77059784,32.07076804,32.07076804,-0.00000000,1.38706582,-0.79443206,15
2011-10-20,26.16177426,0.56569329,0.02431795,7.24528491,-0.74627989,32.66077928,32.66077928,-0.00000000,1.50453615,-0.76936197,15
2011-10-21,26.16177426,-0.70437782,-0.05668641,6.54090709,-0.80296630,31.89971505,31.89971505,-0.00000000,1.35826697,-0.82780166,15
2011-10-24,26.16177426,-0.48158863,-0.17006971,6.05931846,-0.97303601,31.24805671,31.24805671,-0.00000000,1.25826158,-1.00313154,15
2011-10-25,26.16177426,0.60602298,0.00453162,6.66534143,-0.96850438,31.85861132,31.85861132,0.00000000,1.38410667,-0.99845976,15
2011-10-26,26.16177426,0.06594980,-0.06513503,6.73129124,-1.03363941,31.85942609,31.85942609,-0.00000000,1.39780162,-1.06560938,15
2011-10-27,26.16177426,-2.94137781,-0.09923545,3.78991343,-1.13287486,28.81881283,28.81881283,-0.00000000,0.78700311,-1.16791414,15
2011-10-28,26.16177426,-0.51257243,-0.00487450,3.27734099,-1.13774936,28.30136590,28.30136590,-0.00000000,0.68056371,-1.17293940,15
2011-10-31,26.16177426,2.11923920,-0.01188648,5.39658020,-1.14963584,30.40871862,30.40871862,-0.00000000,1.12063916,-1.18519352,15
2011-11-01,26.16177426,2.13011673,0.13661536,7.52669693,-1.01302049,32.67545071,32.67545071,0.00000000,1.56297340,-1.04435272,15
2011-11-02,26.16177426,-0.38755796,-0.11950044,7.13913897,-1.13252092,32.16839230,32.16839230,0.00000000,1.48249417,-1.16754925,15
2011-11-03,26.16177426,-0.82580323,0.02524264,6.31333574,-1.10727829,31.36783171,31.36783171,-0.00000000,1.31101012,-1.14152587,15
2011-11-04,26.16177426,0.48522062,-0.07521882,6.79855636,-1.18249711,31.77783351,31.77783351,0.00000000,1.41176971,-1.21907118,15
2011-11-07,26.16177426,0.09778395,0.02788386,6.89634030,-1.15461326,31.90350131,31.90350131,-0.00000000,1.43207526,-1.19032489,15
2011-11-08,26.16177426,-0.69385807,-0.00754025,6.20248223,-1.16215351,31.20210299,31.20210299,-0.00000000,1.28799058,-1.19809836,15
2011-11-09,26.16177426,0.93986399,-0.06050650,7.14234622,-1.22266001,32.08146047,32.08146047,0.00000000,1.48316018,-1.26047630,15
2011-11-10,26.16177426,0.05190970,0.20718496,7.19425592,-1.01547505,32.34055513,32.34055513,0.00000000,1.49393961,-1.04688321,15
2011-11-11,26.16177426,-0.69198493,-0.05847766,6.50227100,-1.07395272,31.59009254,31.59009254,-0.00000000,1.35024390,-1.10716956,15
2011-11-14,26.16177426,0.38841556,-0.04021043,6.89068656,-1.11416315,31.93829768,31.93829768,-0.00000000,1.43090122,-1.14862368,15
2011-11-15,26.16177426,0.60443481,-0.01011289,7.49512137,-1.12427604,32.53261959,32.53261959,-0.00000000,1.55641651,-1.15904936,15
2011-11-16,26.16177426,0.43240913,0.08914402,7.92753050,-1.03513202,33.05417274,33.05417274,-0.00000000,1.64620941,-1.06714815,15
2011-11-17,26.16177426,0.77909693,0.06199842,8.70662742,-0.97313360,33.89526809,33.89526809,-0.00000000,1.80799456,-1.00323215,15
2011-11-18,26.16177426,0.13768731,0.09787411,8.84431473,-0.87525948,34.13082951,34.13082951,0.00000000,1.83658633,-0.90233084,15
2011-11-21,26.16177426,0.84600571,0.05768272,9.69032044,-0.81757676,35.03451794,35.03451794,0.00000000,2.01226558,-0.84286402,15
2011-11-22,26.16177426,0.64908103,0.07260074,10.33940147,-0.74497602,35.75619971,35.75619971,0.00000000,2.14705198,-0.76801777,15
2011-11-23,26.16177426,0.68802434,0.12018922,11.02742581,-0.62478680,36.56441328,36.56441328,-0.00000000,2.28992524,-0.64411115,15
2011-11-25,26.16177426,-0.62998928,0.01050607,10.39743653,-0.61428073,35.94493007,35.94493007,0.00000000,2.15910338,-0.63328013,15
2011-11-28,26.16177426,-1.52202356,-0.08065475,8.87541297,-0.69493548,34.34225176,34.34225176,0.00000000,1.84304411,-0.71642950,15
2011-11-29,26.16177426,0.16302039,0.00587605,9.03843336,-0.68905943,34.51114819,34.51114819,-0.00000000,1.87689648,-0.71037171,15
2011-11-30,26.16177426,-1.29385086,0.00477323,7.74458250,-0.68428620,33.22207056,33.22207056,-0.00000000,1.60821893,-0.70545085,15
2011-12-01,26.16177426,0.39676463,-0.27155759,8.14134712,-0.95584380,33.34727759,33.34727759,0.00000000,1.69060999,-0.98540759,15
2011-12-02,26.16177426,-1.24094767,-0.15422726,6.90039946,-1.11007106,31.95210266,31.95210266,-0.00000000,1.43291818,-1.14440503,15
2011-12-05,26.16177426,-0.90427281,-0.04379389,5.99612664,-1.15386495,31.00403595,31.00403595,-0.00000000,1.24513934,-1.18955344,15
2011-12-06,26.16177426,-0.01141992,0.05692847,5.98470672,-1.09693648,31.04954450,31.04954450,-0.00000000,1.24276791,-1.13086420,15
2011-12-07,26.16177426,-0.07874553,-0.11776363,5.90596118,-1.21470011,30.85303533,30.85303533,-0.00000000,1.22641583,-1.25227020,15
2011-12-08,26.16177426,1.03865005,0.02978370,6.94461124,-1.18491641,31.92146908,31.92146908,0.00000000,1.44209907,-1.22156531,15
2011-12-09,26.16177426,-0.59151324,0.07299162,6.35309799,-1.11192479,31.40294747,31.40294747,-0.00000000,1.31926704,-1.14631609,15
2011-12-12,26.16177426,0.90886332,-0.00226272,7.26196132,-1.11418751,32.30954807,32.30954807,-0.00000000,1.50799913,-1.14864880,15
2011-12-13,26.16177426,0.53910068,0.05383046,7.80106200,-1.06035705,32.90247921,32.90247921,-0.00000000,1.61994731,-1.09315338,15
2011-12-14,26.16177426,1.04922878,-0.04591645,8.85029078,-1.10627350,33.90579154,33.90579154,0.00000000,1.83782730,-1.14049001,15
2011-12-15,26.16177426,0.02448514,0.03835215,8.87477592,-1.06792136,33.96862883,33.96862883,-0.00000000,1.84291182,-1.10095165,15
2011-12-16,26.16177426,-0.07707766,-0.05617431,8.79769826,-1.12409567,33.83537685,33.83537685,-0.00000000,1.82690608,-1.15886341,15
2011-12-19,26.16177426,0.29650395,0.02529420,9.09420221,-1.09880147,34.15717500,34.15717500,-0.00000000,1.88847729,-1.13278687,15
2011-12-20,26.16177426,-0.97955668,-0.06886961,8.11464554,-1.16767108,33.10874872,33.10874872,-0.00000000,1.68506521,-1.20378659,15
2011-12-21,26.16177426,0.28753244,-0.05969797,8.40217798,-1.22736905,33.33658319,33.33658319,-0.00000000,1.74477342,-1.26533098,15
2011-12-22,26.16177426,-0.74668278,-0.00962493,7.65549519,-1.23699398,32.58027548,32.58027548,-0.00000000,1.58971930,-1.27525361,15
2011-12-23,26.16177426,-0.00329630,-0.05105890,7.65219889,-1.28805288,32.52592028,32.52592028,-0.00000000,1.58903480,-1.32789173,15
2011-12-27,26.16177426,0.33658467,0.00661447,7.98878357,-1.28143840,32.86911943,32.86911943,-0.00000000,1.65892906,-1.32107268,15
2011-12-28,26.16177426,0.47616475,0.04427299,8.46494832,-1.23716541,33.38955717,33.38955717,0.00000000,1.75780814,-1.27543034,15
2011-12-29,26.16177426,-0.46655897,-0.00151531,7.99838935,-1.23868073,32.92148288,32.92148288,-0.00000000,1.66092377,-1.27699253,15
2011-12-30,26.16177426,-0.06479141,0.00898509,7.93359794,-1.22969564,32.86567656,32.86567656,-0.00000000,1.64746936,-1.26772954,15
2012-01-03,26.16177426,-0.51755079,0.04592642,7.41604715,-1.18376922,32.39405219,32.39405219,-0.00000000,1.53999617,-1.22038263,15
2012-01-04,26.16177426,0.36247754,0.01704131,7.77852469,-1.16672791,32.77357104,32.77357104,-0.00000000,1.61526727,-1.20281425,15
2012-01-05,26.16177426,0.52448587,-0.03609540,8.30301056,-1.20282331,33.26196151,33.26196151,-0.00000000,1.72418058,-1.24002606,15
2012-01-06,26.16177426,0.16356829,0.07369698,8.46657885,-1.12912633,33.49922678,33.49922678,-0.00000000,1.75814673,-1.16404967,15
2012-01-09,26.16177426,0.00808921,-0.06355217,8.47466806,-1.19267851,33.44376382,33.44376382,-0.00000000,1.75982651,-1.22956748,15
2012-01-10,26.16177426,-0.45096723,-0.09948289,8.02370083,-1.29216139,32.89331370,32.89331370,0.00000000,1.66617988,-1.33212732,15
2012-01-11,26.16177426,-0.31896109,-0.05067436,7.70473974,-1.34283575,32.52367825,32.52367825,-0.00000000,1.59994529,-1.38436902,15
2012-01-12,26.16177426,-0.39919555,-0.02164940,7.30554419,-1.36448515,32.10283330,32.10283330,-0.00000000,1.51704943,-1.40668802,15
2012-01-13,26.16177426,0.02731540,-0.05415263,7.33285959,-1.41863779,32.07599607,32.07599607,-0.00000000,1.52272167,-1.46251557,15
2012-01-17,26.16177426,0.05634604,-0.12591549,7.38920564,-1.54455327,32.00642663,32.00642663,-0.00000000,1.53442234,-1.59232556,15
2012-01-18,26.16177426,-0.45308461,-0.05782088,6.93612103,-1.60237415,31.49552114,31.49552114,0.00000000,1.44033602,-1.65193481,15
2012-01-19,26.16177426,-1.21713338,-0.00500083,5.71898765,-1.60737498,30.27338693,30.27338693,-0.00000000,1.18758941,-1.65709032,15
2012-01-20,26.16177426,-0.37744419,0.02287099,5.34154346,-1.58450399,29.91881373,29.91881373,-0.00000000,1.10921038,-1.63351194,15
2012-01-23,26.16177426,-0.50408757,0.02539364,4.83745590,-1.55911036,29.44011980,29.44011980,-0.00000000,1.00453293,-1.60733289,15
2012-01-24,26.16177426,0.34938889,-0.02240876,5.18684479,-1.58151912,29.76709994,29.76709994,-0.00000000,1.07708608,-1.63043474,15
2012-01-25,26.16177426,0.13511555,-0.04207410,5.32196033,-1.62359322,29.86014138,29.86014138,-0.00000000,1.10514380,-1.67381018,15
2012-01-26,26.16177426,-0.02980580,-0.05920292,5.29215454,-1.68279614,29.77113266,29.77113266,-0.00000000,1.09895441,-1.73484421,15
2012-01-27,26.16177426,0.02305326,0.01962860,5.31520780,-1.66316753,29.81381453,29.81381453,-0.00000000,1.10374159,-1.71460850,15
2012-01-30,26.16177426,0.82266086,0.07823739,6.13786865,-1.58493015,30.71471277,30.71471277,-0.00000000,1.27457310,-1.63395127,15
2012-01-31,26.16177426,-0.29098341,-0.02052272,5.84688525,-1.60545286,30.40320665,30.40320665,-0.00000000,1.21414828,-1.65510875,15
2012-02-01,26.16177426,-0.68673981,0.04270321,5.16014543,-1.56274965,29.75917004,29.75917004,-0.00000000,1.07154176,-1.61108475,15
2012-02-02,26.16177426,-0.33141099,-0.03092540,4.82873444,-1.59367505,29.39683366,29.39683366,-0.00000000,1.00272186,-1.64296665,15
2012-02-03,26.16177426,-0.73201036,0.03163088,4.09672408,-1.56204417,28.69645417,28.69645417,-0.00000000,0.85071458,-1.61035745,15
2012-02-06,26.16177426,0.19609649,-0.00660348,4.29282057,-1.56864766,28.88594718,28.88594718,-0.00000000,0.89143544,-1.61716517,15
2012-02-07,26.16177426,-0.08713695,0.01289221,4.20568362,-1.55575544,28.81170245,28.81170245,-0.00000000,0.87334082,-1.60387421,15
2012-02-08,26.16177426,-0.18949794,-0.02292070,4.01618568,-1.57867614,28.59928381,28.59928381,-0.00000000,0.83399019,-1.62750383,15
2012-02-09,26.16177426,-0.18347170,0.03535919,3.83271398,-1.54331695,28.45117129,28.45117129,-0.00000000,0.79589096,-1.59105100,15
2012-02-10,26.16177426,0.65179716,0.05445751,4.48451113,-1.48885944,29.15742596,29.15742596,-0.00000000,0.93124138,-1.53490915,15
2012-02-13,26.16177426,0.16816318,-0.04817585,4.65267432,-1.53703529,29.27741329,29.27741329,-0.00000000,0.96616169,-1.58457505,15
2012-02-14,26.16177426,0.43708970,-0.02764465,5.08976402,-1.56467994,29.68685834,29.68685834,0.00000000,1.05692655,-1.61307474,15
2012-02-15,26.16177426,-0.25405024,-0.06564146,4.83571378,-1.63032140,29.36716665,29.36716665,-0.00000000,1.00417117,-1.68074646,15
2012-02-16,26.16177426,-0.31986090,0.01315149,4.51585289,-1.61716991,29.06045724,29.06045724,-0.00000000,0.93774972,-1.66718820,15
2012-02-17,26.16177426,-0.44509641,-0.03625291,4.07075648,-1.65342283,28.57910791,28.57910791,-0.00000000,0.84532221,-1.70456240,15
2012-02-21,26.16177426,-0.16008408,-0.02019470,3.91067240,-1.67361752,28.39882914,28.39882914,-0.00000000,0.81207959,-1.72538171,15
2012-02-22,26.16177426,0.47882244,-0.02396569,4.38949484,-1.69758321,28.85368589,28.85368589,-0.00000000,0.91151056,-1.75008865,15
2012-02-23,26.16177426,-0.03850998,0.03525831,4.35098486,-1.66232491,28.85043422,28.85043422,-0.00000000,0.90351368,-1.71373982,15
2012-02-24,26.16177426,-0.24292188,0.02827474,4.10806298,-1.63405017,28.63578707,28.63578707,-0.00000000,0.85306918,-1.68459056,15
2012-02-27,26.16177426,0.05529159,0.01153330,4.16335458,-1.62251687,28.70261196,28.70261196,-0.00000000,0.86455088,-1.67270054,15
2012-02-28,26.16177426,-0.17279123,-0.04668363,3.99056334,-1.66920051,28.48313710,28.48313710,-0.00000000,0.82866953,-1.72082808,15
2012-02-29,26.16177426,0.02812113,-0.01556332,4.01868448,-1.68476383,28.49569491,28.49569491,-0.00000000,0.83450908,-1.73687276,15
2012-03-01,26.16177426,-0.40433320,0.02282597,3.61435128,-1.66193785,28.11418769,28.11418769,-0.00000000,0.75054635,-1.71334079,15
2012-03-02,26.16177426,-0.06999828,-0.05234631,3.54435300,-1.71428416,27.99184311,27.99184311,-0.00000000,0.73601070,-1.76730614,15
2012-03-05,26.16177426,0.22846254,0.05648665,3.77281554,-1.65779751,28.27679229,28.27679229,-0.00000000,0.78345261,-1.70907239,15
