bank,ticker,period_end,total_assets,book_equity,currency,statement_frequency,source_document,source_url,source_page,notes
State Street,STT,2016-03-31,243685000000,21496000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2016-05-06
State Street,STT,2016-06-30,255386000000,22073000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2016-08-05
State Street,STT,2016-09-30,256140000000,22150000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2016-11-03
State Street,STT,2016-12-31,242698000000,21193000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2018-02-26
State Street,STT,2017-03-31,236802000000,21294000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2017-05-04
State Street,STT,2017-06-30,238274000000,22068000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2017-08-04
State Street,STT,2017-09-30,235986000000,22497000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2017-11-01
State Street,STT,2017-12-31,238425000000,22270000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2019-02-21
State Street,STT,2018-03-31,250286000000,22350000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2018-05-03
State Street,STT,2018-06-30,248308000000,22521000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2018-07-25
State Street,STT,2018-09-30,234007000000,24502000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2018-10-31
State Street,STT,2018-12-31,244596000000,24737000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2020-02-20
State Street,STT,2019-03-31,228332000000,25038000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2019-05-01
State Street,STT,2019-06-30,241540000000,25454000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2019-07-26
State Street,STT,2019-09-30,244606000000,25209000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2019-10-25
State Street,STT,2019-12-31,245610000000,24431000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2021-02-19
State Street,STT,2020-03-31,362527000000,23861000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2020-04-28
State Street,STT,2020-06-30,280242000000,24873000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2020-07-27
State Street,STT,2020-09-30,272075000000,25558000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2020-10-23
State Street,STT,2020-12-31,314706000000,26200000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2022-02-17
State Street,STT,2021-03-31,316885000000,25005000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2021-04-23
State Street,STT,2021-06-30,326528000000,25167000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2021-07-23
State Street,STT,2021-09-30,323139000000,27314000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2021-10-22
State Street,STT,2021-12-31,314624000000,27363000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2023-02-16
State Street,STT,2022-03-31,322350000000,26224000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2022-04-27
State Street,STT,2022-06-30,300223000000,25767000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2022-07-28
State Street,STT,2022-09-30,303568000000,25648000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2022-10-26
State Street,STT,2022-12-31,301450000000,25191000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2024-02-15
State Street,STT,2023-03-31,290816000000,24750000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2023-04-27
State Street,STT,2023-06-30,294561000000,24204000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2023-07-28
State Street,STT,2023-09-30,284415000000,23621000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2023-10-27
State Street,STT,2023-12-31,297258000000,23799000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2025-02-13
State Street,STT,2024-03-31,338003000000,24433000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2024-05-02
State Street,STT,2024-06-30,325603000000,24762000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2024-08-01
State Street,STT,2024-09-30,338481000000,25828000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2024-10-31
State Street,STT,2024-12-31,353240000000,25326000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-K; filed=2026-02-19
State Street,STT,2025-03-31,372693000000,26692000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2025-05-01
State Street,STT,2025-06-30,376717000000,27307000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2025-07-31
State Street,STT,2025-09-30,371070000000,27642000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2025-10-30
State Street,STT,2025-12-31,366047000000,27841000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2026-04-29
State Street,STT,2026-03-31,392165000000,27742000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093751.json,,form=10-Q; filed=2026-04-29
Sumitomo Mitsui Financial Group,SMFG,2017-03-31,191150981000000,11887283000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2018-06-28
Sumitomo Mitsui Financial Group,SMFG,2018-03-31,192175566000000,12363140000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2019-06-27
Sumitomo Mitsui Financial Group,SMFG,2018-04-01,191927385000000,12363140000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2019-06-27
Sumitomo Mitsui Financial Group,SMFG,2018-09-30,199370561000000,12630189000000,JPY,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=6-K; filed=2018-12-20
Sumitomo Mitsui Financial Group,SMFG,2019-03-31,195503623000000,11773446000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2020-06-26
Sumitomo Mitsui Financial Group,SMFG,2019-09-30,201518047000000,11674097000000,JPY,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=6-K; filed=2019-12-26
Sumitomo Mitsui Financial Group,SMFG,2020-03-31,212158463000000,10934878000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2021-06-29
Sumitomo Mitsui Financial Group,SMFG,2020-09-30,218984068000000,11588581000000,JPY,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=6-K; filed=2020-12-23
Sumitomo Mitsui Financial Group,SMFG,2021-03-31,235024987000000,12276150000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2022-06-29
Sumitomo Mitsui Financial Group,SMFG,2021-09-30,234014920000000,12847954000000,JPY,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=6-K; filed=2021-12-20
Sumitomo Mitsui Financial Group,SMFG,2022-03-31,248160847000000,12781692000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2023-06-29
Sumitomo Mitsui Financial Group,SMFG,2022-09-30,260265052000000,13629534000000,JPY,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=6-K; filed=2022-12-20
Sumitomo Mitsui Financial Group,SMFG,2023-03-31,257687038000000,13536965000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2024-06-27
Sumitomo Mitsui Financial Group,SMFG,2023-09-30,281640647000000,15064635000000,JPY,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=6-K; filed=2023-12-22
Sumitomo Mitsui Financial Group,SMFG,2024-03-31,281271637000000,16279098000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2025-06-27
Sumitomo Mitsui Financial Group,SMFG,2024-09-30,278196747000000,16370632000000,JPY,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=6-K; filed=2024-12-26
Sumitomo Mitsui Financial Group,SMFG,2025-03-31,292165070000000,16488594000000,JPY,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022837.json,,form=20-F; filed=2025-06-27
Toronto-Dominion Bank,TD,2016-10-31,1176967000000,74214000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2018-11-29
Toronto-Dominion Bank,TD,2017-10-31,1278995000000,75190000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2019-12-05
Toronto-Dominion Bank,TD,2018-01-31,1261316000000,73174000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2019-02-28
Toronto-Dominion Bank,TD,2018-04-30,1283836000000,76662000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2019-05-23
Toronto-Dominion Bank,TD,2018-07-31,1292504000000,77687000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2019-08-29
Toronto-Dominion Bank,TD,2018-10-31,1334903000000,80040000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2020-12-03
Toronto-Dominion Bank,TD,2019-01-31,1322506000000,81670000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2020-02-27
Toronto-Dominion Bank,TD,2019-04-30,1356588000000,84898000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2020-05-28
Toronto-Dominion Bank,TD,2019-07-31,1405442000000,86382000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2020-08-27
Toronto-Dominion Bank,TD,2019-10-31,1415290000000,87701000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2021-12-02
Toronto-Dominion Bank,TD,2020-01-31,1457429000000,88802000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2021-02-25
Toronto-Dominion Bank,TD,2020-04-30,1673745000000,93334000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2021-05-27
Toronto-Dominion Bank,TD,2020-07-31,1697305000000,92466000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2021-08-26
Toronto-Dominion Bank,TD,2020-10-31,1715865000000,95499000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2021-12-02
Toronto-Dominion Bank,TD,2021-01-31,1735595000000,95425000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2021-02-25
Toronto-Dominion Bank,TD,2021-04-30,1669058000000,94515000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2021-05-27
Toronto-Dominion Bank,TD,2021-07-31,1703093000000,99907000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2021-08-26
Toronto-Dominion Bank,TD,2021-10-31,1728672000000,99818000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2022-12-01
Toronto-Dominion Bank,TD,2022-01-31,1778588000000,101977000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2022-03-03
Toronto-Dominion Bank,TD,2022-04-30,1825276000000,99412000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2022-05-26
Toronto-Dominion Bank,TD,2022-07-31,1840811000000,102592000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2022-08-25
Toronto-Dominion Bank,TD,2022-10-31,1917528000000,111383000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2023-11-30
Toronto-Dominion Bank,TD,2023-01-31,1928284000000,111844000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2023-03-02
Toronto-Dominion Bank,TD,2023-04-30,1926452000000,116114000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2023-05-25
Toronto-Dominion Bank,TD,2023-07-31,1887075000000,112664000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2023-08-24
Toronto-Dominion Bank,TD,2023-10-31,1955139000000,112071000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2024-12-06
Toronto-Dominion Bank,TD,2024-01-31,1910892000000,112435000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2024-03-01
Toronto-Dominion Bank,TD,2024-04-30,1966668000000,111982000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2024-05-23
Toronto-Dominion Bank,TD,2024-07-31,1967181000000,111576000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2024-08-22
Toronto-Dominion Bank,TD,2024-10-31,2061751000000,115160000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=40-F; filed=2025-12-04
Toronto-Dominion Bank,TD,2025-01-31,2093554000000,119004000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2025-02-27
Toronto-Dominion Bank,TD,2025-04-30,2064274000000,126091000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2025-05-22
Toronto-Dominion Bank,TD,2025-07-31,2035162000000,125394000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2025-08-28
Toronto-Dominion Bank,TD,2025-10-31,2094558000000,127827000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2026-02-26
Toronto-Dominion Bank,TD,2026-01-31,2099306000000,125596000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000947263.json,,form=6-K; filed=2026-02-26
UBS Group,UBS,2017-01-01,918906000000,53586000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=20-F; filed=2019-03-15
UBS Group,UBS,2017-12-31,939279000000,52554000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=20-F; filed=2020-03-03
UBS Group,UBS,2018-01-01,938799000000,51938000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=20-F; filed=2021-03-05
UBS Group,UBS,2018-12-31,958500000000,53060000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=20-F; filed=2021-03-05
UBS Group,UBS,2019-03-31,956579000000,53840000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=6-K; filed=2019-07-23
UBS Group,UBS,2019-06-30,968728000000,53350000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=6-K; filed=2019-07-23
UBS Group,UBS,2019-12-31,972194000000,54675000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=20-F; filed=2022-03-07
UBS Group,UBS,2020-03-31,1098099000000,58118000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=6-K; filed=2020-07-21
UBS Group,UBS,2020-06-30,1063838000000,57175000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=6-K; filed=2020-07-21
UBS Group,UBS,2020-12-31,1125765000000,59765000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=20-F; filed=2023-03-06
UBS Group,UBS,2021-03-31,1107712000000,58333000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=6-K; filed=2021-07-20
UBS Group,UBS,2021-06-30,1086519000000,59050000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=6-K; filed=2021-07-20
UBS Group,UBS,2021-12-31,1117182000000,61002000000,USD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=20-F; filed=2024-03-28
UBS Group,UBS,2022-03-31,1139922000000,59212000000,USD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001610520.json,,form=6-K; filed=2022-07-26
