bank,ticker,period_end,total_assets,book_equity,currency,statement_frequency,source_document,source_url,source_page,notes
Agricultural Bank of China,1288.HK,2021-12-31,29069155000000,2414605000000,CNY,annual,Official issuer filing; Agricultural Bank of China 2025 annual report; major financial data,https://www.abchina.com/en/investor-relations/performance-reports/annual-reports/202603/P020260423652699711023.pdf,10,Values reported in RMB millions; equity is attributable to equity holders of the Bank; converted to units.
Agricultural Bank of China,1288.HK,2022-12-31,33925488000000,2668063000000,CNY,annual,Official issuer filing; Agricultural Bank of China 2025 annual report; major financial data,https://www.abchina.com/en/investor-relations/performance-reports/annual-reports/202603/P020260423652699711023.pdf,10,Values reported in RMB millions; equity is attributable to equity holders of the Bank; converted to units.
Agricultural Bank of China,1288.HK,2023-12-31,39872989000000,2889248000000,CNY,annual,Official issuer filing; Agricultural Bank of China 2025 annual report; major financial data,https://www.abchina.com/en/investor-relations/performance-reports/annual-reports/202603/P020260423652699711023.pdf,10,Values reported in RMB millions; equity is attributable to equity holders of the Bank; converted to units.
Agricultural Bank of China,1288.HK,2024-12-31,43238135000000,3090808000000,CNY,annual,Official issuer filing; Agricultural Bank of China 2025 annual report; major financial data,https://www.abchina.com/en/investor-relations/performance-reports/annual-reports/202603/P020260423652699711023.pdf,10,Values reported in RMB millions; equity is attributable to equity holders of the Bank; converted to units.
Agricultural Bank of China,1288.HK,2025-12-31,48784674000000,3237182000000,CNY,annual,Official issuer filing; Agricultural Bank of China 2025 annual report; major financial data,https://www.abchina.com/en/investor-relations/performance-reports/annual-reports/202603/P020260423652699711023.pdf,10,Values reported in RMB millions; equity is attributable to equity holders of the Bank; converted to units.
Banco Santander,SAN,2015-12-31,1340260000000,98753000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=20-F; filed=2018-03-28
Banco Santander,SAN,2016-12-31,1339125000000,102699000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2019-07-08
Banco Santander,SAN,2017-12-31,1444305000000,106833000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=20-F; filed=2020-03-06
Banco Santander,SAN,2018-01-01,1443069000000,105493000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=20-F; filed=2020-03-06
Banco Santander,SAN,2018-01-02,1443069000000,105362000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2019-07-08
Banco Santander,SAN,2018-06-30,1433833000000,104445000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2018-09-28
Banco Santander,SAN,2018-12-31,1459271000000,106970000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2021-04-14
Banco Santander,SAN,2019-06-30,1512096000000,109985000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2019-08-01
Banco Santander,SAN,2019-12-31,1522695000000,110659000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2022-04-08
Banco Santander,SAN,2020-06-30,1572881000000,91859000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2020-07-31
Banco Santander,SAN,2020-12-31,1508250000000,91322000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=20-F; filed=2023-03-01
Banco Santander,SAN,2021-06-30,1568636000000,95745000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2021-07-30
Banco Santander,SAN,2021-12-31,1595835000000,97053000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=20-F; filed=2024-02-21
Banco Santander,SAN,2022-06-30,1722840000000,97462000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2022-07-29
Banco Santander,SAN,2022-12-31,1734659000000,97585000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=20-F; filed=2025-02-28
Banco Santander,SAN,2023-06-30,1780493000000,102044000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2023-07-28
Banco Santander,SAN,2023-12-31,1797062000000,104241000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2026-04-01
Banco Santander,SAN,2024-06-30,1786261000000,103648000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2024-07-26
Banco Santander,SAN,2024-12-31,1837081000000,107327000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2026-04-01
Banco Santander,SAN,2025-06-30,1815888000000,108985000000,EUR,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2025-07-31
Banco Santander,SAN,2025-12-31,1867515000000,112748000000,EUR,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000891478.json,,form=6-K; filed=2026-04-01
Bank of America,BAC,2009-06-30,2254394000000,255152000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2009-08-07
Bank of America,BAC,2009-09-30,2251043000000,257683000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2009-11-06
Bank of America,BAC,2009-12-31,2330671000000,231444000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2011-02-25
Bank of America,BAC,2010-03-31,2338700000000,229823000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2010-05-07
Bank of America,BAC,2010-06-30,2368384000000,233174000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2011-08-04
Bank of America,BAC,2010-09-30,2339660000000,230495000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2011-11-03
Bank of America,BAC,2010-12-31,2264909000000,228248000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2012-02-23
Bank of America,BAC,2011-03-31,2274532000000,230876000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2012-05-03
Bank of America,BAC,2011-06-30,2261319000000,222176000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2012-08-02
Bank of America,BAC,2011-09-30,2219628000000,230252000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2012-11-02
Bank of America,BAC,2011-12-31,2129046000000,230101000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2013-02-28
Bank of America,BAC,2012-03-31,2181449000000,232499000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2013-05-07
Bank of America,BAC,2012-06-30,2160854000000,235975000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2013-08-01
Bank of America,BAC,2012-09-30,2166162000000,238606000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2013-10-30
Bank of America,BAC,2012-12-31,2209974000000,236956000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2014-02-25
Bank of America,BAC,2013-03-31,2174819000000,237293000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2014-05-01
Bank of America,BAC,2013-06-30,2123320000000,232282000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2014-07-29
Bank of America,BAC,2013-09-30,2126653000000,232282000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2014-11-06
Bank of America,BAC,2013-12-31,2102273000000,232475000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2015-02-25
Bank of America,BAC,2014-03-31,2149851000000,231888000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2015-04-29
Bank of America,BAC,2014-06-30,2170557000000,237411000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2015-07-29
Bank of America,BAC,2014-09-30,2123613000000,238681000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2015-10-30
Bank of America,BAC,2014-12-31,2104534000000,243476000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2016-02-24
Bank of America,BAC,2015-03-31,2143545000000,250188000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2016-05-02
Bank of America,BAC,2015-06-30,2149034000000,251659000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2016-08-01
Bank of America,BAC,2015-09-30,2152962000000,255861000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2016-11-01
Bank of America,BAC,2015-12-31,2144287000000,255615000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2017-02-23
Bank of America,BAC,2016-03-31,2185726000000,263004000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2017-05-02
Bank of America,BAC,2016-06-30,2186966000000,267426000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2017-07-31
Bank of America,BAC,2016-09-30,2195314000000,270083000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2017-10-30
Bank of America,BAC,2016-12-31,2188067000000,266195000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2018-02-22
Bank of America,BAC,2017-03-31,2247794000000,267990000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2018-04-30
Bank of America,BAC,2017-06-30,2254714000000,270660000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2018-07-30
Bank of America,BAC,2017-09-30,2284174000000,271969000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2018-10-29
Bank of America,BAC,2017-12-31,2281234000000,267146000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2019-02-26
Bank of America,BAC,2018-03-31,2328478000000,266224000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2019-04-26
Bank of America,BAC,2018-06-30,2291670000000,264216000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2019-07-29
Bank of America,BAC,2018-09-30,2338833000000,262158000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2019-10-28
Bank of America,BAC,2018-12-31,2354507000000,265325000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2020-02-19
Bank of America,BAC,2019-03-31,2377164000000,267010000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2020-05-01
Bank of America,BAC,2019-06-30,2395892000000,271408000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2020-07-31
Bank of America,BAC,2019-09-30,2426330000000,268387000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2020-10-30
Bank of America,BAC,2019-12-31,2434079000000,264810000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2021-02-24
Bank of America,BAC,2020-03-31,2619954000000,264918000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2021-04-29
Bank of America,BAC,2020-06-30,2741688000000,265637000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2021-07-30
Bank of America,BAC,2020-09-30,2738452000000,268850000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2021-10-29
Bank of America,BAC,2020-12-31,2819627000000,272924000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2022-02-22
Bank of America,BAC,2021-03-31,2969992000000,274000000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2022-04-29
Bank of America,BAC,2021-06-30,3029894000000,277119000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2022-07-29
Bank of America,BAC,2021-09-30,3085446000000,272464000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2022-10-28
Bank of America,BAC,2021-12-31,3169495000000,270066000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2023-02-22
Bank of America,BAC,2022-03-31,3238223000000,266617000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2023-05-01
Bank of America,BAC,2022-06-30,3111606000000,269118000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2023-07-31
Bank of America,BAC,2022-09-30,3072953000000,269524000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2023-10-31
Bank of America,BAC,2022-12-31,3051375000000,273197000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2024-02-20
Bank of America,BAC,2023-03-31,3194657000000,280196000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2024-04-30
Bank of America,BAC,2023-06-30,3123198000000,283319000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2024-07-30
Bank of America,BAC,2023-09-30,3153090000000,287064000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2024-10-29
Bank of America,BAC,2023-12-31,3180151000000,290209000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2025-02-25
Bank of America,BAC,2024-03-31,3273803000000,293552000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2025-04-30
Bank of America,BAC,2024-06-30,3257996000000,293892000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2025-07-31
Bank of America,BAC,2024-09-30,3324293000000,296512000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2025-10-31
Bank of America,BAC,2024-12-31,3261299000000,293963000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-K; filed=2026-02-25
Bank of America,BAC,2025-03-31,3349039000000,293949000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2026-05-01
Bank of America,BAC,2025-06-30,3441142000000,299599000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2025-07-31
Bank of America,BAC,2025-09-30,3403716000000,304152000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2025-10-31
Bank of America,BAC,2025-12-31,3411738000000,303243000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2026-05-01
Bank of America,BAC,2026-03-31,3496186000000,300668000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,,form=10-Q; filed=2026-05-01
Bank of China,3988.HK,2021-12-31,26722408000000,2225153000000,CNY,annual,Official issuer filing; Bank of China 2025 annual report; financial position summary,https://pic.bankofchina.com/bocappd/report/202603/P020260330594078083473.pdf,11,Values reported in RMB millions; equity is capital and reserves attributable to equity holders of the Bank; converted to units.
Bank of China,3988.HK,2022-12-31,28893548000000,2423973000000,CNY,annual,Official issuer filing; Bank of China 2025 annual report; financial position summary,https://pic.bankofchina.com/bocappd/report/202603/P020260330594078083473.pdf,11,Values reported in RMB millions; equity is capital and reserves attributable to equity holders of the Bank; converted to units.
Bank of China,3988.HK,2023-12-31,32432166000000,2629510000000,CNY,annual,Official issuer filing; Bank of China 2025 annual report; financial position summary,https://pic.bankofchina.com/bocappd/report/202603/P020260330594078083473.pdf,11,Values reported in RMB millions; equity is capital and reserves attributable to equity holders of the Bank; converted to units.
Bank of China,3988.HK,2024-12-31,35061299000000,2816231000000,CNY,annual,Official issuer filing; Bank of China 2025 annual report; financial position summary,https://pic.bankofchina.com/bocappd/report/202603/P020260330594078083473.pdf,11,Values reported in RMB millions; equity is capital and reserves attributable to equity holders of the Bank; converted to units.
Bank of China,3988.HK,2025-12-31,38358076000000,3064044000000,CNY,annual,Official issuer filing; Bank of China 2025 annual report; financial position summary,https://pic.bankofchina.com/bocappd/report/202603/P020260330594078083473.pdf,11,Values reported in RMB millions; equity is capital and reserves attributable to equity holders of the Bank; converted to units.
Bank of New York Mellon,BK,2008-12-31,237512000000,25264000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2010-02-26
Bank of New York Mellon,BK,2009-06-30,203012000000,27276000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2009-08-07
Bank of New York Mellon,BK,2009-09-30,212007000000,28295000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2009-11-06
Bank of New York Mellon,BK,2009-12-31,212224000000,28977000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2011-02-28
Bank of New York Mellon,BK,2010-03-31,220551000000,29683000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2010-05-07
Bank of New York Mellon,BK,2010-06-30,235693000000,30396000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2010-08-06
Bank of New York Mellon,BK,2010-09-30,254157000000,32153000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2010-11-08
